,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Years_in_Service,Mileage_Category,Price_Category
2949,3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,First,12.63,2179.0,147.5,5.0,55.7,1,0,0,1,0,5,Low,
2950,3044,Hyundai Santro Xing GL,Kolkata,2009,60170,First,0.0,1086.0,62.0,5.0,1.15,0,0,1,0,1,15,Very Low,<5
2951,3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,First,19.27,2143.0,167.62,5.0,37.5,1,0,0,1,0,7,Low,
2952,3046,Hyundai i10 Magna 1.2,Kochi,2017,49045,First,20.36,1197.0,78.9,5.0,4.07,0,0,1,0,1,7,Medium,<5
2953,3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,First,22.07,1199.0,73.9,5.0,2.99,1,0,0,0,1,12,Medium,<5
2954,3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,First,24.3,1248.0,88.5,5.0,7.9,1,0,0,0,1,7,Medium,5-10
2955,3049,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,First,19.87,1461.0,83.8,5.0,7.49,1,0,0,0,1,8,Low,5-10
2956,3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,First,18.0,1248.0,75.0,5.0,1.1,1,0,0,0,1,15,Low,<5
2957,3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,First,11.3,2987.0,254.8,7.0,56.0,1,0,0,1,0,8,Low,
2958,3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,First,25.4,1186.0,73.97,5.0,3.5,1,0,0,0,1,8,Medium,<5
2959,3053,Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,First,18.1,1493.0,110.0,5.0,3.0,1,0,0,0,1,16,Low,<5
2960,3054,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,First,17.01,1591.0,121.3,5.0,6.1,0,0,1,0,1,10,Low,5-10
2961,3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,First,15.6,1196.0,70.0,5.0,2.25,0,0,1,0,1,14,Low,<5
2962,3056,Maruti Swift VDI Optional,Chennai,2016,38000,First,25.2,1248.0,74.0,5.0,5.95,1,0,0,0,1,8,Medium,5-10
2963,3057,Renault Pulse RxL,Hyderabad,2013,71491,First,23.08,1461.0,63.12,5.0,4.95,1,0,0,0,1,11,Medium,<5
2964,3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Second,16.47,1198.0,74.0,5.0,5.49,0,0,1,0,1,9,Low,5-10
2965,3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,First,22.69,1995.0,190.0,5.0,6.67,1,0,0,1,0,5,Medium,5-10
2966,3060,Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,First,15.0,1598.0,103.52,5.0,6.25,0,0,1,0,1,9,Low,5-10
2967,3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,First,12.07,2967.0,241.4,7.0,34.88,1,0,0,1,0,10,Low,
2968,3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,First,26.21,1248.0,88.5,5.0,6.9,1,0,0,0,1,8,Medium,5-10
2969,3064,Honda City i DTEC VX,Kolkata,2014,55000,First,25.1,1498.0,98.6,5.0,5.99,1,0,0,0,1,10,Medium,5-10
2970,3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,First,10.93,3498.0,272.0,5.0,10.4,0,0,1,1,0,14,Low,10-15
2971,3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,First,14.57,2967.0,241.38,5.0,29.0,1,0,0,1,0,12,Low,25-30
2972,3067,Mahindra Xylo H4,Coimbatore,2016,93166,Second,14.02,2179.0,118.3,7.0,5.85,1,0,0,0,1,8,Low,5-10
2973,3068,Honda City 1.5 EXI AT,Kochi,2006,99583,Third,12.0,1493.0,100.0,5.0,2.21,0,0,1,1,0,18,Low,<5
2974,3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,First,15.5,1586.0,103.3,5.0,2.4,0,0,1,0,1,14,Low,<5
2975,3070,Toyota Corolla Altis G,Pune,2009,70000,Third,14.53,1798.0,138.1,5.0,3.0,0,0,1,0,1,15,Low,<5
2976,3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Second,14.4,1598.0,103.6,5.0,3.75,0,0,1,1,0,12,Low,<5
2977,3072,Hyundai EON Era Plus,Pune,2015,66510,First,21.1,814.0,55.2,5.0,2.95,0,0,1,0,1,9,Medium,<5
2978,3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,First,20.0,1968.0,108.5,5.0,5.8,1,0,0,0,1,13,Medium,5-10
2979,3074,Maruti Swift VDI,Hyderabad,2012,80799,First,22.9,1248.0,74.0,5.0,4.9,1,0,0,0,1,12,Medium,<5
2980,3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,First,14.28,1798.0,138.03,5.0,16.95,0,0,1,1,0,6,Low,15-20
2981,3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,First,12.99,2494.0,100.0,8.0,12.5,1,0,0,0,1,11,Low,10-15
2982,3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,First,27.28,1047.0,69.0,5.0,5.0,1,0,0,0,1,7,Medium,<5
2983,3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,First,15.41,1598.0,103.52,5.0,4.68,0,0,1,0,1,9,Low,<5
2984,3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,First,10.91,3198.0,197.0,7.0,29.8,1,0,0,1,0,8,Low,25-30
2985,3080,Renault KWID RXL,Kochi,2017,24214,Second,25.17,799.0,53.3,5.0,3.46,0,0,1,0,1,7,Medium,<5
2986,3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,First,23.0,1396.0,90.0,5.0,4.0,1,0,0,0,1,12,Medium,<5
2987,3082,Skoda Laura Ambiente,Chennai,2012,77216,Second,17.5,1896.0,106.0,5.0,4.5,1,0,0,0,1,12,Low,<5
2988,3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,First,21.43,1364.0,87.2,5.0,5.87,1,0,0,0,1,11,Medium,5-10
2989,3084,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,First,15.4,2179.0,120.0,8.0,9.5,1,0,0,0,1,9,Low,5-10
2990,3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,First,14.16,1968.0,174.3,5.0,32.5,1,0,0,1,0,11,Low,
2991,3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,First,18.2,1248.0,73.8,8.0,3.88,1,0,0,0,1,10,Low,<5
2992,3087,BMW 3 Series 320d,Coimbatore,2013,85846,First,22.69,1995.0,190.0,5.0,13.08,1,0,0,1,0,11,Medium,10-15
2993,3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,First,21.64,1461.0,84.8,5.0,3.5,1,0,0,0,1,12,Medium,<5
2994,3089,Honda Accord 2.4 MT,Mumbai,2010,47000,Second,12.8,2354.0,177.6,5.0,3.5,0,0,1,0,1,14,Low,<5
2995,3090,Hyundai Verna CRDi,Bangalore,2010,72010,First,16.8,1493.0,110.0,5.0,4.45,1,0,0,0,1,14,Low,<5
2996,3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,First,16.8,796.0,34.2,8.0,2.35,0,0,1,0,1,9,Low,<5
2997,3092,Honda City i VTEC SV,Kolkata,2015,480000,First,17.4,1497.0,117.3,5.0,5.0,0,0,1,0,1,9,Low,<5
2998,3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Second,0.0,2967.0,241.4,5.0,28.0,1,0,0,1,0,12,Very Low,25-30
2999,3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Second,16.6,1388.0,68.0,5.0,2.0,0,0,1,0,1,17,Low,<5
3000,3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,First,22.54,1396.0,88.73,5.0,6.35,1,0,0,0,1,9,Medium,5-10
3001,3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,First,13.0,2143.0,201.1,5.0,24.63,1,0,0,1,0,9,Low,20-25
3002,3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,First,22.77,1498.0,98.59,5.0,7.9,1,0,0,0,1,8,Medium,5-10
3003,3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359,First,18.5,1197.0,80.0,5.0,3.25,0,0,1,0,1,13,Low,<5
3004,3100,Honda City i VTEC V,Delhi,2016,17000,Second,17.8,1497.0,117.3,5.0,8.25,0,0,1,0,1,8,Low,5-10
3005,3101,Nissan Micra Diesel XV,Kolkata,2011,39002,First,23.08,1461.0,63.1,5.0,2.85,1,0,0,0,1,13,Medium,<5
3006,3102,Ford Figo Diesel EXI,Pune,2010,129986,Second,20.0,1399.0,68.0,5.0,3.2,1,0,0,0,1,14,Medium,<5
3007,3103,Nissan Micra XL,Kolkata,2013,45000,First,18.44,1198.0,75.0,5.0,1.75,0,0,1,0,1,11,Low,<5
3008,3105,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Second,12.8,2354.0,177.6,5.0,5.75,0,0,1,0,1,15,Low,5-10
3009,3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,First,13.7,1798.0,157.75,5.0,4.7,0,0,1,1,0,14,Low,<5
3010,3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,First,14.0,796.0,35.0,5.0,2.9,0,0,1,0,1,7,Low,<5
3011,3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,First,21.9,1396.0,88.8,5.0,4.25,1,0,0,0,1,12,Medium,<5
3012,3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,First,17.01,1582.0,126.2,5.0,14.5,1,0,0,1,0,7,Low,10-15
3013,3110,Maruti Swift VDI BSIV,Kochi,2016,45725,First,25.2,1248.0,74.0,5.0,5.34,1,0,0,0,1,8,Medium,5-10
3014,3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,First,25.2,1248.0,74.0,5.0,3.85,1,0,0,0,1,10,Medium,<5
3015,3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,First,12.8,2494.0,102.0,8.0,8.5,1,0,0,0,1,15,Low,5-10
3016,3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,First,24.4,1120.0,71.0,5.0,4.2,1,0,0,0,1,8,Medium,<5
3017,3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,First,20.77,1248.0,88.7,7.0,6.75,1,0,0,0,1,8,Medium,5-10
3018,3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,First,10.91,3198.0,197.2,7.0,26.0,1,0,0,1,0,8,Low,25-30
3019,3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,First,22.54,1396.0,88.73,5.0,8.61,1,0,0,0,1,5,Medium,5-10
3020,3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,First,19.0,998.0,67.1,5.0,1.46,0,0,1,0,1,15,Low,<5
3021,3118,Maruti Ritz VDi,Mumbai,2011,75308,Second,21.1,1248.0,73.9,5.0,2.8,1,0,0,0,1,13,Medium,<5
3022,3120,Honda City 1.5 S MT,Mumbai,2014,58000,First,17.0,1497.0,118.0,5.0,5.47,0,0,1,0,1,10,Low,5-10
3023,3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,First,17.5,1298.0,85.8,5.0,2.45,0,0,1,0,1,15,Low,<5
3024,3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,First,17.05,1995.0,184.0,5.0,21.5,1,0,0,1,0,10,Low,20-25
3025,3123,Tata Manza Aqua Safire,Mumbai,2010,41195,First,15.0,1368.0,90.0,5.0,1.38,0,0,1,0,1,14,Low,<5
3026,3124,Mahindra XUV500 W10 2WD,Chennai,2016,89000,First,16.0,2179.0,140.0,7.0,13.5,1,0,0,0,1,8,Low,10-15
3027,3125,Hyundai i10 Sportz AT,Bangalore,2009,60510,Second,16.95,1197.0,78.9,5.0,3.1,0,0,1,1,0,15,Low,<5
3028,3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,First,21.4,1197.0,83.1,5.0,5.49,0,0,1,0,1,8,Medium,5-10
3029,3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,First,24.3,1248.0,88.5,5.0,9.51,1,0,0,0,1,7,Medium,5-10
3030,3128,Ford Figo Petrol ZXI,Mumbai,2012,23152,First,15.6,1196.0,70.02,5.0,2.39,0,0,1,0,1,12,Low,<5
3031,3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,First,18.19,1197.0,103.5,5.0,5.65,0,0,1,1,0,10,Low,5-10
3032,3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,First,14.95,2489.0,93.7,7.0,1.85,1,0,0,0,1,14,Low,<5
3033,3132,Porsche Cayenne Base,Kochi,2019,14298,First,13.33,2995.0,340.0,5.0,2.02,0,0,1,1,0,5,Low,<5
3034,3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,First,19.3,1248.0,73.9,5.0,5.8,1,0,0,0,1,11,Low,5-10
3035,3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,First,16.2,1199.0,74.0,5.0,6.9,0,0,1,0,1,7,Low,5-10
3036,3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Second,17.01,1591.0,121.3,5.0,5.35,0,0,1,0,1,11,Low,5-10
3037,3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,First,19.81,1086.0,68.05,5.0,2.85,0,0,1,0,1,14,Low,<5
3038,3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,First,13.0,2143.0,204.0,5.0,22.75,1,0,0,1,0,10,Low,20-25
3039,3138,Maruti Zen LXI,Jaipur,1998,95150,Third,17.3,993.0,60.0,5.0,0.45,0,0,1,0,1,26,Low,<5
3040,3139,Hyundai i10 Sportz,Coimbatore,2013,32776,First,20.36,1197.0,78.9,5.0,4.64,0,0,1,0,1,11,Medium,<5
3041,3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,First,25.8,1498.0,98.6,5.0,5.27,1,0,0,0,1,8,Medium,5-10
3042,3141,Tata Safari Storme VX,Jaipur,2016,36000,First,14.1,2179.0,148.0,7.0,10.0,1,0,0,0,1,8,Low,5-10
3043,3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,First,18.5,1198.0,86.8,5.0,3.95,0,0,1,0,1,9,Low,<5
3044,3143,Hyundai i20 Asta,Kochi,2010,30754,First,17.0,1197.0,80.0,5.0,3.38,0,0,1,0,1,14,Low,<5
3045,3144,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,First,14.69,1390.0,120.33,5.0,16.8,0,0,1,0,1,6,Low,15-20
3046,3145,Honda Jazz Select Edition,Kolkata,2010,45000,First,16.7,1198.0,88.8,5.0,1.99,0,0,1,0,1,14,Low,<5
3047,3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,First,18.9,1197.0,82.0,5.0,5.84,0,0,1,0,1,7,Low,5-10
3048,3147,Jaguar XF Diesel,Coimbatore,2016,55115,First,14.74,2993.0,270.9,5.0,36.15,1,0,0,1,0,8,Low,
3049,3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,First,16.36,2179.0,187.7,5.0,25.7,1,0,0,1,0,10,Low,25-30
3050,3149,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,First,16.0,2179.0,140.0,7.0,9.24,1,0,0,0,1,11,Low,5-10
3051,3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,First,22.7,1598.0,118.0,5.0,7.65,1,0,0,0,1,9,Medium,5-10
3052,3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,First,17.11,1968.0,174.33,5.0,25.31,1,0,0,1,0,9,Low,25-30
3053,3152,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,First,19.01,1461.0,108.45,5.0,4.75,1,0,0,0,1,11,Low,<5
3054,3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,First,19.1,1197.0,85.8,5.0,6.69,0,0,1,0,1,10,Low,5-10
3055,3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,First,16.47,1198.0,73.9,5.0,3.1,0,0,1,0,1,12,Low,<5
3056,3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,First,19.7,796.0,35.0,8.0,1.55,0,0,1,0,1,12,Low,<5
3057,3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,18.9,1197.0,81.86,5.0,6.84,0,0,1,1,0,5,Low,5-10
3058,3157,Tata Nano Twist XT,Hyderabad,2014,16810,First,25.4,624.0,37.5,4.0,1.6,0,0,1,0,1,10,Medium,<5
3059,3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,17.84,1395.0,147.51,5.0,21.73,0,0,1,1,0,7,Low,20-25
3060,3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,First,16.47,1198.0,74.0,5.0,4.75,0,0,1,0,1,9,Low,<5
3061,3160,Maruti Alto 800 LXI,Chennai,2015,63714,First,22.74,796.0,47.3,5.0,2.45,0,0,1,0,1,9,Medium,<5
3062,3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,First,20.7,1496.0,113.98,5.0,31.55,1,0,0,1,0,5,Medium,
3063,3162,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Second,15.2,1968.0,140.8,5.0,10.25,1,0,0,1,0,12,Low,10-15
3064,3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,12.62,2198.0,158.0,7.0,27.36,1,0,0,0,1,5,Low,25-30
3065,3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,15.8,1499.0,110.0,5.0,6.5,0,0,1,0,1,11,Low,5-10
3066,3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,First,18.9,1197.0,82.0,5.0,4.25,0,0,1,0,1,8,Low,<5
3067,3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,18.2,1199.0,82.4,5.0,5.5,0,0,1,0,1,10,Low,5-10
3068,3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,First,20.85,1197.0,83.14,5.0,4.0,0,0,1,0,1,9,Medium,<5
3069,3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,17.57,1193.0,88.7,5.0,4.65,0,0,1,0,1,7,Low,<5
3070,3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,19.27,2143.0,170.0,5.0,28.5,1,0,0,1,0,9,Low,25-30
3071,3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,17.3,1998.0,163.7,5.0,7.11,1,0,0,0,1,10,Low,5-10
3072,3171,Maruti Ritz VDi,Hyderabad,2013,85388,First,21.1,1248.0,73.9,5.0,3.9,1,0,0,0,1,11,Medium,<5
3073,3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,18.9,1197.0,81.86,5.0,5.6,0,0,1,0,1,7,Low,5-10
3074,3173,Maruti Dzire LDI,Pune,2012,150000,Third,28.4,1248.0,73.75,5.0,2.25,1,0,0,0,1,12,Medium,<5
3075,3174,Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,22.32,1582.0,126.32,5.0,3.9,1,0,0,0,1,13,Medium,<5
3076,3175,Jaguar XF Diesel,Coimbatore,2014,82536,First,14.74,2993.0,270.9,5.0,28.63,1,0,0,1,0,10,Low,25-30
3077,3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,13.7,1798.0,157.75,5.0,7.25,0,0,1,1,0,11,Low,5-10
3078,3177,Maruti Wagon R LXI,Pune,2006,52000,Second,18.9,998.0,67.1,5.0,2.0,0,0,1,0,1,18,Low,<5
3079,3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,16.47,1198.0,73.9,5.0,3.5,0,0,1,0,1,13,Low,<5
3080,3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,14.8,1799.0,130.2,5.0,5.0,0,0,1,0,1,13,Low,<5
3081,3181,Maruti Wagon R VXI,Chennai,2014,52000,First,22.5,998.0,67.04,5.0,3.45,0,0,1,0,1,10,Medium,<5
3082,3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,First,23.4,1248.0,74.0,5.0,4.5,1,0,0,0,1,11,Medium,<5
3083,3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,13.0,1591.0,121.3,5.0,14.36,0,0,1,1,0,6,Low,10-15
3084,3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,First,18.9,1197.0,82.0,5.0,5.5,0,0,1,0,1,8,Low,5-10
3085,3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,23.08,1461.0,63.1,5.0,3.0,1,0,0,0,1,11,Medium,<5
3086,3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,18.9,1197.0,81.86,5.0,6.08,0,0,1,0,1,7,Low,5-10
3087,3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,20.54,1598.0,103.6,5.0,5.0,1,0,0,0,1,11,Medium,<5
3088,3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,12.55,2982.0,168.5,7.0,20.25,1,0,0,1,0,9,Low,20-25
3089,3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,11.36,2755.0,171.5,7.0,18.0,1,0,0,1,0,6,Low,15-20
3090,3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,20.0,2143.0,107.3,5.0,17.5,1,0,0,1,0,9,Medium,15-20
3091,3192,Hyundai EON D Lite,Pune,2013,30000,First,21.1,814.0,55.2,5.0,2.1,0,0,1,0,1,11,Medium,<5
3092,3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,22.7,1582.0,126.24,5.0,7.5,1,0,0,0,1,12,Medium,5-10
3093,3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,20.7,1496.0,113.98,4.0,24.77,1,0,0,1,0,9,Medium,20-25
3094,3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,19.64,1461.0,108.45,5.0,8.65,1,0,0,0,1,9,Low,5-10
3095,3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,10.91,3198.0,197.0,7.0,35.5,1,0,0,1,0,5,Low,
3096,3197,Toyota Corolla Altis GL MT,Delhi,2014,60750,First,14.28,1798.0,138.03,5.0,10.5,0,0,1,0,1,10,Low,10-15
3097,3198,Mahindra XUV500 W7,Delhi,2018,9000,First,14.0,2179.0,155.0,7.0,13.0,1,0,0,0,1,6,Low,10-15
3098,3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,16.77,2993.0,261.49,5.0,26.5,1,0,0,1,0,12,Low,25-30
3099,3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,17.3,1061.0,64.0,5.0,1.4,0,0,1,0,1,20,Low,<5
3100,3201,Honda City i VTEC SV,Kochi,2017,38424,First,17.8,1497.0,117.3,5.0,7.51,0,0,1,0,1,7,Low,5-10
3101,3202,Maruti Swift VDI,Delhi,2014,50000,First,22.9,1248.0,74.0,5.0,4.3,1,0,0,0,1,10,Medium,<5
3102,3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,18.0,1497.0,117.3,5.0,8.95,0,0,1,1,0,9,Low,5-10
3103,3204,Maruti Ertiga VDI,Kochi,2015,58734,First,20.77,1248.0,88.76,7.0,6.91,1,0,0,0,1,9,Medium,5-10
3104,3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,19.01,1461.0,108.45,5.0,9.75,1,0,0,0,1,8,Low,5-10
3105,3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,19.3,1248.0,73.9,5.0,4.0,1,0,0,0,1,14,Low,<5
3106,3207,Maruti Ritz VDi,Hyderabad,2011,79000,First,23.2,1248.0,73.94,5.0,3.65,1,0,0,0,1,13,Medium,<5
3107,3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,15.1,2179.0,140.0,7.0,10.75,1,0,0,0,1,11,Low,10-15
3108,3209,Honda Brio S MT,Kochi,2015,49133,First,19.4,1198.0,86.8,5.0,4.51,0,0,1,0,1,9,Low,<5
3109,3210,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,0.0,2987.0,165.0,5.0,49.22,1,0,0,1,0,8,Very Low,
3110,3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,21.02,1248.0,88.8,5.0,3.7,1,0,0,0,1,10,Medium,<5
3111,3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,12.99,1,0,0,0,1,10,Low,10-15
3112,3213,Maruti Swift VXI,Delhi,2015,62088,First,18.6,1197.0,85.8,5.0,4.15,0,0,1,0,1,9,Low,<5
3113,3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,17.01,1591.0,121.3,5.0,4.4,0,0,1,0,1,12,Low,<5
3114,3215,Honda Mobilio S i VTEC,Kolkata,2015,26000,First,17.3,1497.0,117.3,7.0,4.25,0,0,1,0,1,9,Low,<5
3115,3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,First,18.0,1198.0,86.7,5.0,4.25,0,0,1,0,1,7,Low,<5
3116,3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,18.0,1497.0,117.3,5.0,7.7,0,0,1,1,0,7,Low,5-10
3117,3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,39.75,1,0,0,1,0,9,Low,
3118,3219,Honda City i-VTEC V,Mumbai,2017,11000,First,17.4,1497.0,117.3,5.0,8.5,0,0,1,0,1,7,Low,5-10
3119,3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,9.5,2997.0,231.1,5.0,7.0,0,0,1,1,0,16,Very Low,5-10
3120,3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,13.8,1299.0,70.0,5.0,0.8,0,0,1,0,1,22,Low,<5
3121,3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,13.0,2982.0,168.5,7.0,15.25,1,0,0,0,1,11,Low,15-20
3122,3223,Maruti A-Star Vxi,Hyderabad,2008,51366,First,19.0,998.0,66.1,5.0,2.25,0,0,1,0,1,16,Low,<5
3123,3224,Tata Sumo EX,Kolkata,2016,46300,First,14.07,1948.0,83.1,7.0,4.85,1,0,0,0,1,8,Low,<5
3124,3225,Honda City V AT,Coimbatore,2012,60908,Second,15.6,1497.0,116.3,5.0,6.42,0,0,1,1,0,12,Low,5-10
3125,3226,Nissan Micra XV D,Chennai,2012,93450,Second,23.19,1461.0,63.12,5.0,2.5,1,0,0,0,1,12,Medium,<5
3126,3227,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,19.08,1582.0,126.32,5.0,5.75,1,0,0,1,0,13,Low,5-10
3127,3228,Maruti 800 Std,Pune,2003,52000,First,16.1,796.0,37.0,4.0,0.5,0,0,1,0,1,21,Low,<5
